key,value,unit,source,label
yasu_max_vdrop,1.7636899122356904,%,scenario_results_v2.csv,modeled
yasu_s1_plkw,12.404965411972274,kW,scenario_results_v2.csv,modeled
yasu_s2_plkw,12.44485089526945,kW,scenario_results_v2.csv,modeled
yasu_loss_red_pct,-0.3215283716847983,%,scenario_results_v2.csv,modeled
sano_mc_delta_mean_bn,0.0006686716109293885,bn JPY,sensitivity_mc_v2.csv,sensitivity
sano_mc_delta_p5_bn,0.0004808571594172185,bn JPY,sensitivity_mc_v2.csv,sensitivity
sano_mc_delta_p95_bn,0.000864897585084472,bn JPY,sensitivity_mc_v2.csv,sensitivity
sano_mc_ltp_pct,0.0166357797053033,%,sensitivity_mc_v2.csv,sensitivity
sano_mc_p_ltp_pos,1.0,prob,sensitivity_mc_v2.csv,sensitivity
kudamatsu_mc_delta_mean_bn,-0.44511946785552703,bn JPY,sensitivity_mc_v2.csv,sensitivity
kudamatsu_mc_delta_p5_bn,-0.5795476910052345,bn JPY,sensitivity_mc_v2.csv,sensitivity
kudamatsu_mc_delta_p95_bn,-0.31481257360728887,bn JPY,sensitivity_mc_v2.csv,sensitivity
kudamatsu_mc_ltp_pct,-9.758940712485296,%,sensitivity_mc_v2.csv,sensitivity
kudamatsu_mc_p_ltp_pos,0.0,prob,sensitivity_mc_v2.csv,sensitivity
yasu_mc_delta_mean_bn,0.005734549460684516,bn JPY,sensitivity_mc_v2.csv,sensitivity
yasu_mc_delta_p5_bn,0.004050137432528691,bn JPY,sensitivity_mc_v2.csv,sensitivity
yasu_mc_delta_p95_bn,0.00750429260129682,bn JPY,sensitivity_mc_v2.csv,sensitivity
yasu_mc_ltp_pct,0.1986179622620124,%,sensitivity_mc_v2.csv,sensitivity
yasu_mc_p_ltp_pos,1.0,prob,sensitivity_mc_v2.csv,sensitivity
sano_pv_mwp,25.10964232890957,MWp,dg_results_v2.csv,modeled
sano_gen_gwh_y,28.407381795591757,GWh/yr,dg_results_v2.csv,modeled
sano_s3_npc_bn,-2.918603650481154,bn JPY,dg_results_v2.csv,modeled
sano_dg_delta_bn,-7.969856750793716,bn JPY,dg_results_v2.csv,modeled
sano_p_s3_better,1.0,prob,dg_results_v2.csv,modeled
kudamatsu_pv_mwp,8.126145784141675,MWp,dg_results_v2.csv,modeled
kudamatsu_gen_gwh_y,8.613749620107795,GWh/yr,dg_results_v2.csv,modeled
kudamatsu_s3_npc_bn,3.8904677649682,bn JPY,dg_results_v2.csv,modeled
kudamatsu_dg_delta_bn,-2.2494789287693346,bn JPY,dg_results_v2.csv,modeled
kudamatsu_p_s3_better,0.987012987012987,prob,dg_results_v2.csv,modeled
yasu_pv_mwp,8.211692912719911,MWp,dg_results_v2.csv,modeled
yasu_gen_gwh_y,9.351475889005432,GWh/yr,dg_results_v2.csv,modeled
yasu_s3_npc_bn,0.3361010850200229,bn JPY,dg_results_v2.csv,modeled
yasu_dg_delta_bn,-2.641963188490173,bn JPY,dg_results_v2.csv,modeled
yasu_p_s3_better,1.0,prob,dg_results_v2.csv,modeled
sano_mv_nodes,52,count,mv_served_nodes.csv,modeled
sano_mv_demand_mw,12.203441866753796,MW,mv_served_nodes.csv,modeled
sano_lv_nodes,720,count,mv_served_nodes.csv,modeled
sano_lv_coverage_pct,97.89072992699106,%,scenario_results_v2.csv/mv_served_nodes.csv,modeled
kudamatsu_mv_nodes,19,count,mv_served_nodes.csv,modeled
kudamatsu_mv_demand_mw,7.234381401708178,MW,mv_served_nodes.csv,modeled
kudamatsu_lv_nodes,322,count,mv_served_nodes.csv,modeled
kudamatsu_lv_coverage_pct,94.90524016303017,%,scenario_results_v2.csv/mv_served_nodes.csv,modeled
yasu_mv_nodes,31,count,mv_served_nodes.csv,modeled
yasu_mv_demand_mw,8.877140597317426,MW,mv_served_nodes.csv,modeled
yasu_lv_nodes,301,count,mv_served_nodes.csv,modeled
yasu_lv_coverage_pct,96.03318271661867,%,scenario_results_v2.csv/mv_served_nodes.csv,modeled
sano_abl_topology_mn,0.7019347412247667,mn JPY,ablation_results.csv,modeled
sano_abl_conductor_mn,0.0,mn JPY,ablation_results.csv,modeled
kudamatsu_abl_topology_mn,-468.5676775366776,mn JPY,ablation_results.csv,modeled
kudamatsu_abl_conductor_mn,0.6143082835876643,mn JPY,ablation_results.csv,modeled
yasu_abl_topology_mn,6.030168708955914,mn JPY,ablation_results.csv,modeled
yasu_abl_conductor_mn,0.0,mn JPY,ablation_results.csv,modeled
sano_ltp_pct_feasible_only,0.0174633280845946,%,feasibility_sensitivity.csv,sensitivity
sano_ltp_pct_all_included,0.1050544595950902,%,feasibility_sensitivity.csv,sensitivity
kudamatsu_ltp_pct_feasible_only,-10.259558425404288,%,feasibility_sensitivity.csv,sensitivity
kudamatsu_ltp_pct_all_included,-14.34846438269194,%,feasibility_sensitivity.csv,sensitivity
yasu_ltp_pct_feasible_only,0.2088568298661092,%,feasibility_sensitivity.csv,sensitivity
yasu_ltp_pct_all_included,0.2020770061309289,%,feasibility_sensitivity.csv,sensitivity
sano_v1_ltp_pct,12.19560684855682,%,original_vs_corrected.csv,audit
sano_v1_max_vdrop,29.159604312907657,%,original_vs_corrected.csv,audit
kudamatsu_v1_ltp_pct,2.544082902170624,%,original_vs_corrected.csv,audit
kudamatsu_v1_max_vdrop,31.12323672816703,%,original_vs_corrected.csv,audit
yasu_v1_ltp_pct,11.718999216244596,%,original_vs_corrected.csv,audit
yasu_v1_max_vdrop,37.78303525314241,%,original_vs_corrected.csv,audit
bench_case11_iwamoto_converged,False,,benchmark_validation.csv,benchmark
bench_cigre_lv_converged,True,,benchmark_validation.csv,benchmark
audit_sano_tier,1,,data_audit.csv,observed
audit_kudamatsu_tier,2,,data_audit.csv,observed
audit_yasu_tier,3,,data_audit.csv,observed
sano_vof_bn,0.0007019347412247184,bn JPY,scenario_results_v2.csv,modeled
sano_vof_pct,0.0144897742419492,%,scenario_results_v2.csv,modeled
sano_p_vof_pos,0.0083333333333333,prob,scenario_results_v2.csv,modeled
sano_equivalence_class,economically_equivalent,,ECONOMIC_EQUIVALENCE_SPEC.yaml,modeled
kudamatsu_vof_bn,0.018302324333362027,bn JPY,scenario_results_v2.csv,modeled
kudamatsu_vof_pct,0.3935389350285189,%,scenario_results_v2.csv,modeled
kudamatsu_p_vof_pos,0.1590909090909091,prob,scenario_results_v2.csv,modeled
kudamatsu_equivalence_class,economically_equivalent,,ECONOMIC_EQUIVALENCE_SPEC.yaml,modeled
yasu_vof_bn,0.006030168708955965,bn JPY,scenario_results_v2.csv,modeled
yasu_vof_pct,0.2009821342115532,%,scenario_results_v2.csv,modeled
yasu_p_vof_pos,0.0849056603773584,prob,scenario_results_v2.csv,modeled
yasu_equivalence_class,economically_equivalent,,ECONOMIC_EQUIVALENCE_SPEC.yaml,modeled
sano_lv_share_total_pct,74.68397090983827,%,demand_coverage_audit.csv,modeled
sano_degenerate_zones,175,count,demand_coverage_audit.csv,modeled
kudamatsu_lv_share_total_pct,55.08251442971165,%,demand_coverage_audit.csv,modeled
kudamatsu_degenerate_zones,19,count,demand_coverage_audit.csv,modeled
yasu_lv_share_total_pct,53.43542853697544,%,demand_coverage_audit.csv,modeled
yasu_degenerate_zones,24,count,demand_coverage_audit.csv,modeled
sano_s1_capex_bn,2.3163263710188904,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
sano_s2_capex_bn,2.31584700542644,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
sano_s2_len_m,14295.351885348397,m,BENEFIT_DECOMPOSITION.csv,modeled
sano_s1_len_m,14298.310932215374,m,BENEFIT_DECOMPOSITION.csv,modeled
kudamatsu_s1_capex_bn,3.116851156095976,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
kudamatsu_s2_capex_bn,3.463939612198066,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
kudamatsu_s2_len_m,21376.16927824132,m,BENEFIT_DECOMPOSITION.csv,modeled
kudamatsu_s1_len_m,19239.82195120973,m,BENEFIT_DECOMPOSITION.csv,modeled
yasu_s1_capex_bn,1.840572310853935,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
yasu_s2_capex_bn,1.8360421720356903,bn JPY,BENEFIT_DECOMPOSITION.csv,modeled
yasu_s2_len_m,11333.5936545413,m,BENEFIT_DECOMPOSITION.csv,modeled
yasu_s1_len_m,11361.557474407007,m,BENEFIT_DECOMPOSITION.csv,modeled
sano_dnpc_pct_mv120,0.0943063369843687,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_mv120,0.0943063369843675,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_mv120,-2.210156551104675,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_mv120,0.2010104925920892,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_mv120,0.7820276255008459,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_mv120,0.7820276255008469,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_mv200,-2.2274087308489947,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_mv200,0.0740873803560492,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_mv200,0.2747521798705077,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_mv200,0.5613009676461204,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_mv200,0.938008747567816,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_mv200,0.9467843521033016,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_t80,0.00103538247718,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_t80,0.0010353824771799,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_t80,-7.462227953136178,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_t80,0.4405900113062823,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_t80,-0.1122273884875849,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_t80,0.1074713179634359,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_coinc0.5,0.0726862668737031,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_coinc0.5,0.0726862668737039,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_coinc0.5,-15.22070035454133,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_coinc0.5,0.4856102597176319,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_coinc0.5,0.195859255623065,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_coinc0.5,0.1958592556230648,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_coinc0.7,0.0156347865438624,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_coinc0.7,0.0156347865438632,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_coinc0.7,-11.96808521399781,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_coinc0.7,0.3188451234870571,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_coinc0.7,0.2243876132820902,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_coinc0.7,0.2258038346322307,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_coinc0.8,0.0192753780870715,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_coinc0.8,0.019275378087071,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_coinc0.8,-12.474619357516586,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_coinc0.8,0.3130446441737724,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_coinc0.8,0.0631551199800791,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_coinc0.8,0.0631551199800828,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_dnpc_pct_rep24,0.0033804562998119,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_vof_pct_rep24,0.003380456299812,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_dnpc_pct_rep24,-10.108252366554485,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
kudamatsu_vof_pct_rep24,0.3801343904147002,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_dnpc_pct_rep24,0.2413028124088433,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
yasu_vof_pct_rep24,0.2413028124088432,%,ENGINEERING_ASSUMPTION_SENSITIVITY.csv,sensitivity
sano_fam_ratio,0.9997707512584088,ratio,cluster_results_v2.csv,sensitivity
kudamatsu_fam_ratio,1.0063236507380753,ratio,cluster_results_v2.csv,sensitivity
yasu_fam_ratio,1.003611243871169,ratio,cluster_results_v2.csv,sensitivity
ac_n_feeders,672,count,AC_VS_LINEAR_VALIDATION.csv,validation
ac_vm_abs_max,0.0192665578018903,pu,AC_VS_LINEAR_VALIDATION.csv,validation
ac_feas_agreement,1.0,frac,AC_VALIDATION_REPORT.md,validation
